EventID,DeviceID,EventTimestamp,DeviceType,EventType,Severity,Status,Region,City,Province,ErrorCode,Description
EVT-000217,SRV-HAL-044,2026-05-01 07:17:51,Service Infrastructure,ConfigurationChange,Warning,Open,Atlantic,Halifax,Nova Scotia,CFG-101,Network device configuration was changed
EVT-000207,WLS-TOR-015,2026-05-01 13:33:45,Wireless Infrastructure,HighLatency,Warning,Investigating,Central,Toronto,Ontario,LAT-408,Network latency exceeded operational threshold
EVT-000045,RTR-QUE-049,2026-05-01 14:48:42,Router,PerformanceDegradation,Warning,Closed,Eastern,Quebec City,Quebec,PERF-201,Network performance degradation detected
EVT-000371,GTW-QUE-041,2026-05-02 08:48:55,Network Gateway,Maintenance,Informational,Open,Eastern,Quebec City,Quebec,MNT-100,Scheduled network maintenance activity
EVT-000149,GTW-MON-040,2026-05-02 11:06:40,Network Gateway,ConnectivityLoss,High,Investigating,Eastern,Montreal,Quebec,NET-503,Device connectivity interrupted
EVT-000191,WLS-FRE-022,2026-05-02 17:05:45,Wireless Infrastructure,Maintenance,Informational,Resolved,Atlantic,Fredericton,New Brunswick,MNT-100,Scheduled network maintenance activity
EVT-000284,WLS-FRE-029,2026-05-03 14:28:04,Wireless Infrastructure,PerformanceDegradation,High,Closed,Atlantic,Fredericton,New Brunswick,PERF-201,Network performance degradation detected
EVT-000218,SWT-CAL-036,2026-05-04 09:11:48,Network Switch,HighLatency,Warning,Open,Western,Calgary,Alberta,LAT-408,Network latency exceeded operational threshold
EVT-000199,SRV-VAN-038,2026-05-04 20:51:03,Service Infrastructure,HardwareFailure,High,Closed,Western,Vancouver,British Columbia,HW-500,Hardware component failure detected
EVT-000443,RTR-HAL-011,2026-05-05 00:36:37,Router,PacketLoss,High,Open,Atlantic,Halifax,Nova Scotia,PKT-429,Elevated packet loss detected
EVT-000372,RTR-EDM-020,2026-05-05 11:13:04,Router,Maintenance,Informational,Closed,Western,Edmonton,Alberta,MNT-100,Scheduled network maintenance activity
EVT-000311,AP-QUE-013,2026-05-05 12:06:39,Access Point,HardwareFailure,Critical,Open,Eastern,Quebec City,Quebec,HW-500,Hardware component failure detected
EVT-000376,GTW-QUE-041,2026-05-05 15:30:17,Network Gateway,ConnectivityLoss,Critical,Resolved,Eastern,Quebec City,Quebec,NET-503,Device connectivity interrupted
EVT-000365,WLS-QUE-037,2026-05-05 17:30:53,Wireless Infrastructure,PerformanceDegradation,Warning,Resolved,Eastern,Quebec City,Quebec,PERF-201,Network performance degradation detected
EVT-000238,SWT-QUE-003,2026-05-05 22:11:05,Network Switch,Maintenance,Informational,Resolved,Eastern,Quebec City,Quebec,MNT-100,Scheduled network maintenance activity
EVT-000287,SWT-OTT-004,2026-05-06 04:21:48,Network Switch,HighLatency,High,Open,Eastern,Ottawa,Ontario,LAT-408,Network latency exceeded operational threshold
EVT-000434,RTR-OTT-008,2026-05-06 21:13:43,Router,HighLatency,Warning,Closed,Eastern,Ottawa,Ontario,LAT-408,Network latency exceeded operational threshold
EVT-000031,SRV-HAL-005,2026-05-07 15:12:55,Service Infrastructure,DeviceRecovery,Informational,Resolved,Atlantic,Halifax,Nova Scotia,REC-200,Network device recovered and returned to service
EVT-000460,GTW-OTT-025,2026-05-07 21:41:22,Network Gateway,PacketLoss,Warning,Investigating,Eastern,Ottawa,Ontario,PKT-429,Elevated packet loss detected
EVT-000404,RTR-CAL-047,2026-05-08 07:16:31,Router,ConnectivityLoss,Critical,Resolved,Western,Calgary,Alberta,NET-503,Device connectivity interrupted
EVT-000419,RTR-QUE-046,2026-05-08 09:03:04,Router,PerformanceDegradation,High,Closed,Eastern,Quebec City,Quebec,PERF-201,Network performance degradation detected
EVT-000297,AP-VAN-043,2026-05-08 09:26:11,Access Point,HardwareFailure,Critical,Resolved,Western,Vancouver,British Columbia,HW-500,Hardware component failure detected
EVT-000081,SRV-HAL-044,2026-05-08 22:28:01,Service Infrastructure,ConfigurationChange,Warning,Investigating,Atlantic,Halifax,Nova Scotia,CFG-101,Network device configuration was changed
EVT-000025,GTW-VAN-027,2026-05-08 23:04:55,Network Gateway,ConfigurationChange,Informational,Open,Western,Vancouver,British Columbia,CFG-101,Network device configuration was changed
EVT-000015,WLS-OTT-032,2026-05-09 02:39:42,Wireless Infrastructure,PerformanceDegradation,Warning,Investigating,Eastern,Ottawa,Ontario,PERF-201,Network performance degradation detected
EVT-000066,RTR-EDM-020,2026-05-09 03:58:39,Router,ConfigurationChange,Informational,Open,Western,Edmonton,Alberta,CFG-101,Network device configuration was changed
EVT-000304,SRV-HAL-005,2026-05-09 12:48:49,Service Infrastructure,ServiceInterruption,High,Open,Atlantic,Halifax,Nova Scotia,SVC-503,Network service interruption detected
EVT-000358,RTR-QUE-046,2026-05-10 16:21:32,Router,DeviceRecovery,Informational,Closed,Eastern,Quebec City,Quebec,REC-200,Network device recovered and returned to service
EVT-000422,GTW-MON-040,2026-05-11 01:39:09,Network Gateway,ConfigurationChange,Informational,Open,Eastern,Montreal,Quebec,CFG-101,Network device configuration was changed
EVT-000299,SWT-CAL-036,2026-05-11 02:58:07,Network Switch,PacketLoss,High,Investigating,Western,Calgary,Alberta,PKT-429,Elevated packet loss detected
EVT-000300,SWT-CAL-045,2026-05-11 04:33:05,Network Switch,Maintenance,Informational,Closed,Western,Calgary,Alberta,MNT-100,Scheduled network maintenance activity
EVT-000068,SRV-HAL-005,2026-05-12 22:47:02,Service Infrastructure,ServiceInterruption,Critical,Closed,Atlantic,Halifax,Nova Scotia,SVC-503,Network service interruption detected
EVT-000007,SRV-OTT-039,2026-05-13 02:21:01,Service Infrastructure,DeviceRecovery,Informational,Resolved,Eastern,Ottawa,Ontario,REC-200,Network device recovered and returned to service
EVT-000424,GTW-VAN-027,2026-05-13 06:35:05,Network Gateway,HighLatency,High,Open,Western,Vancouver,British Columbia,LAT-408,Network latency exceeded operational threshold
EVT-000247,AP-VAN-043,2026-05-14 08:49:04,Access Point,ServiceInterruption,Critical,Investigating,Western,Vancouver,British Columbia,SVC-503,Network service interruption detected
EVT-000052,SRV-OTT-039,2026-05-14 11:58:07,Service Infrastructure,ConfigurationChange,Warning,Investigating,Eastern,Ottawa,Ontario,CFG-101,Network device configuration was changed
EVT-000224,WLS-OTT-032,2026-05-15 00:56:27,Wireless Infrastructure,PacketLoss,High,Open,Eastern,Ottawa,Ontario,PKT-429,Elevated packet loss detected
EVT-000408,RTR-CAL-021,2026-05-15 01:57:52,Router,PacketLoss,Warning,Closed,Western,Calgary,Alberta,PKT-429,Elevated packet loss detected
EVT-000129,RTR-CAL-047,2026-05-15 02:28:22,Router,PacketLoss,High,Investigating,Western,Calgary,Alberta,PKT-429,Elevated packet loss detected
EVT-000340,GTW-OTT-025,2026-05-15 09:16:22,Network Gateway,HighLatency,Warning,Closed,Eastern,Ottawa,Ontario,LAT-408,Network latency exceeded operational threshold
EVT-000441,SRV-VAN-038,2026-05-15 12:32:08,Service Infrastructure,ConnectivityLoss,Critical,Resolved,Western,Vancouver,British Columbia,NET-503,Device connectivity interrupted
EVT-000194,AP-TOR-007,2026-05-15 18:16:47,Access Point,PerformanceDegradation,High,Investigating,Central,Toronto,Ontario,PERF-201,Network performance degradation detected
EVT-000485,AP-VAN-048,2026-05-16 01:51:12,Access Point,PerformanceDegradation,High,Investigating,Western,Vancouver,British Columbia,PERF-201,Network performance degradation detected
EVT-000204,SWT-EDM-016,2026-05-16 18:52:36,Network Switch,PacketLoss,High,Resolved,Western,Edmonton,Alberta,PKT-429,Elevated packet loss detected
EVT-000112,RTR-QUE-031,2026-05-16 19:44:34,Router,PerformanceDegradation,Warning,Closed,Eastern,Quebec City,Quebec,PERF-201,Network performance degradation detected
EVT-000133,AP-VAN-048,2026-05-17 11:32:29,Access Point,Maintenance,Informational,Resolved,Western,Vancouver,British Columbia,MNT-100,Scheduled network maintenance activity
EVT-000355,SWT-CAL-036,2026-05-17 17:03:14,Network Switch,PerformanceDegradation,High,Resolved,Western,Calgary,Alberta,PERF-201,Network performance degradation detected
EVT-000409,AP-FRE-014,2026-05-18 01:09:03,Access Point,PacketLoss,High,Open,Atlantic,Fredericton,New Brunswick,PKT-429,Elevated packet loss detected
EVT-000401,AP-VAN-048,2026-05-18 14:58:00,Access Point,ServiceInterruption,Critical,Closed,Western,Vancouver,British Columbia,SVC-503,Network service interruption detected
EVT-000073,WLS-QUE-037,2026-05-18 15:10:43,Wireless Infrastructure,ConfigurationChange,Warning,Open,Eastern,Quebec City,Quebec,CFG-101,Network device configuration was changed
EVT-000272,SRV-HAL-005,2026-05-18 18:30:17,Service Infrastructure,HighLatency,High,Closed,Atlantic,Halifax,Nova Scotia,LAT-408,Network latency exceeded operational threshold
EVT-000017,SRV-OTT-039,2026-05-19 10:34:58,Service Infrastructure,PacketLoss,Warning,Investigating,Eastern,Ottawa,Ontario,PKT-429,Elevated packet loss detected
EVT-000451,AP-VAN-034,2026-05-20 05:04:47,Access Point,DeviceRecovery,Informational,Resolved,Western,Vancouver,British Columbia,REC-200,Network device recovered and returned to service
EVT-000075,SRV-HAL-005,2026-05-20 18:17:52,Service Infrastructure,HighLatency,High,Open,Atlantic,Halifax,Nova Scotia,LAT-408,Network latency exceeded operational threshold
EVT-000496,RTR-CAL-047,2026-05-20 20:54:15,Router,HighLatency,Warning,Investigating,Western,Calgary,Alberta,LAT-408,Network latency exceeded operational threshold
EVT-000188,WLS-FRE-029,2026-05-21 06:49:56,Wireless Infrastructure,PerformanceDegradation,High,Open,Atlantic,Fredericton,New Brunswick,PERF-201,Network performance degradation detected
EVT-000454,WLS-QUE-037,2026-05-21 10:43:46,Wireless Infrastructure,ConnectivityLoss,Critical,Resolved,Eastern,Quebec City,Quebec,NET-503,Device connectivity interrupted
EVT-000181,SWT-OTT-033,2026-05-21 23:38:34,Network Switch,ServiceInterruption,High,Resolved,Eastern,Ottawa,Ontario,SVC-503,Network service interruption detected
EVT-000341,WLS-OTT-032,2026-05-22 04:26:40,Wireless Infrastructure,HighLatency,High,Open,Eastern,Ottawa,Ontario,LAT-408,Network latency exceeded operational threshold
EVT-000279,SWT-OTT-033,2026-05-22 05:49:56,Network Switch,ConfigurationChange,Warning,Resolved,Eastern,Ottawa,Ontario,CFG-101,Network device configuration was changed
EVT-000391,AP-TOR-007,2026-05-22 06:25:59,Access Point,PacketLoss,Warning,Resolved,Central,Toronto,Ontario,PKT-429,Elevated packet loss detected
EVT-000014,SWT-OTT-004,2026-05-23 02:56:11,Network Switch,ConfigurationChange,Informational,Open,Eastern,Ottawa,Ontario,CFG-101,Network device configuration was changed
EVT-000380,SRV-OTT-039,2026-05-23 13:37:07,Service Infrastructure,HardwareFailure,Critical,Resolved,Eastern,Ottawa,Ontario,HW-500,Hardware component failure detected
EVT-000136,AP-CAL-035,2026-05-24 10:08:49,Access Point,HardwareFailure,High,Investigating,Western,Calgary,Alberta,HW-500,Hardware component failure detected
EVT-000491,RTR-CAL-021,2026-05-24 22:29:11,Router,PacketLoss,Warning,Investigating,Western,Calgary,Alberta,PKT-429,Elevated packet loss detected
EVT-000222,SRV-WIN-024,2026-05-25 03:13:27,Service Infrastructure,Maintenance,Informational,Closed,Central,Winnipeg,Manitoba,MNT-100,Scheduled network maintenance activity
EVT-000135,RTR-OTT-008,2026-05-25 06:04:36,Router,ConfigurationChange,Warning,Open,Eastern,Ottawa,Ontario,CFG-101,Network device configuration was changed
EVT-000185,GTW-CAL-050,2026-05-25 14:34:39,Network Gateway,PacketLoss,Warning,Resolved,Western,Calgary,Alberta,PKT-429,Elevated packet loss detected
EVT-000235,SWT-OTT-004,2026-05-25 19:03:07,Network Switch,HardwareFailure,Critical,Open,Eastern,Ottawa,Ontario,HW-500,Hardware component failure detected
EVT-000455,RTR-VAN-002,2026-05-25 19:42:02,Router,PacketLoss,High,Open,Western,Vancouver,British Columbia,PKT-429,Elevated packet loss detected
EVT-000002,WLS-VAN-017,2026-05-26 01:20:12,Wireless Infrastructure,HardwareFailure,High,Resolved,Western,Vancouver,British Columbia,HW-500,Hardware component failure detected
EVT-000268,RTR-CAL-021,2026-05-26 01:20:17,Router,PerformanceDegradation,Warning,Closed,Western,Calgary,Alberta,PERF-201,Network performance degradation detected
EVT-000037,WLS-OTT-019,2026-05-26 05:49:07,Wireless Infrastructure,ConfigurationChange,Informational,Open,Eastern,Ottawa,Ontario,CFG-101,Network device configuration was changed
EVT-000124,RTR-FRE-006,2026-05-26 17:28:22,Router,ServiceInterruption,Critical,Investigating,Atlantic,Fredericton,New Brunswick,SVC-503,Network service interruption detected
EVT-000092,RTR-HAL-011,2026-05-26 23:32:01,Router,DeviceRecovery,Informational,Closed,Atlantic,Halifax,Nova Scotia,REC-200,Network device recovered and returned to service
EVT-000307,SRV-WIN-024,2026-05-27 02:23:49,Service Infrastructure,ConfigurationChange,Warning,Resolved,Central,Winnipeg,Manitoba,CFG-101,Network device configuration was changed
EVT-000396,AP-OTT-026,2026-05-27 14:23:33,Access Point,HighLatency,High,Resolved,Eastern,Ottawa,Ontario,LAT-408,Network latency exceeded operational threshold
EVT-000004,SWT-QUE-009,2026-05-27 18:12:00,Network Switch,Maintenance,Informational,Open,Eastern,Quebec City,Quebec,MNT-100,Scheduled network maintenance activity
EVT-000426,SWT-WIN-042,2026-05-27 18:48:03,Network Switch,DeviceRecovery,Informational,Resolved,Central,Winnipeg,Manitoba,REC-200,Network device recovered and returned to service
EVT-000171,AP-VAN-034,2026-05-28 13:48:45,Access Point,HighLatency,High,Closed,Western,Vancouver,British Columbia,LAT-408,Network latency exceeded operational threshold
EVT-000281,WLS-VAN-017,2026-05-28 14:51:36,Wireless Infrastructure,ConfigurationChange,Informational,Investigating,Western,Vancouver,British Columbia,CFG-101,Network device configuration was changed
EVT-000254,AP-TOR-007,2026-05-29 01:59:59,Access Point,HighLatency,High,Open,Central,Toronto,Ontario,LAT-408,Network latency exceeded operational threshold
EVT-000394,WLS-OTT-019,2026-05-29 10:22:52,Wireless Infrastructure,PerformanceDegradation,High,Closed,Eastern,Ottawa,Ontario,PERF-201,Network performance degradation detected
EVT-000302,RTR-EDM-020,2026-05-29 18:32:48,Router,HardwareFailure,High,Resolved,Western,Edmonton,Alberta,HW-500,Hardware component failure detected
EVT-000458,SWT-QUE-003,2026-05-30 07:40:10,Network Switch,ServiceInterruption,Critical,Investigating,Eastern,Quebec City,Quebec,SVC-503,Network service interruption detected
EVT-000168,RTR-CAL-021,2026-05-31 00:20:03,Router,ServiceInterruption,Critical,Open,Western,Calgary,Alberta,SVC-503,Network service interruption detected
EVT-000293,SRV-WIN-024,2026-05-31 09:16:03,Service Infrastructure,ServiceInterruption,Critical,Closed,Central,Winnipeg,Manitoba,SVC-503,Network service interruption detected
EVT-000206,WLS-QUE-037,2026-05-31 15:12:53,Wireless Infrastructure,ConnectivityLoss,Critical,Resolved,Eastern,Quebec City,Quebec,NET-503,Device connectivity interrupted
EVT-000321,AP-FRE-014,2026-05-31 17:13:35,Access Point,HardwareFailure,Critical,Open,Atlantic,Fredericton,New Brunswick,HW-500,Hardware component failure detected
EVT-000113,WLS-VAN-017,2026-06-01 00:46:22,Wireless Infrastructure,HighLatency,Warning,Open,Western,Vancouver,British Columbia,LAT-408,Network latency exceeded operational threshold
EVT-000087,SWT-EDM-016,2026-06-01 03:42:07,Network Switch,HardwareFailure,High,Open,Western,Edmonton,Alberta,HW-500,Hardware component failure detected
EVT-000060,SRV-HAL-044,2026-06-01 11:36:18,Service Infrastructure,ConfigurationChange,Informational,Resolved,Atlantic,Halifax,Nova Scotia,CFG-101,Network device configuration was changed
EVT-000474,WLS-OTT-032,2026-06-02 14:06:53,Wireless Infrastructure,ConnectivityLoss,Critical,Closed,Eastern,Ottawa,Ontario,NET-503,Device connectivity interrupted
EVT-000180,SRV-HAL-005,2026-06-02 23:01:45,Service Infrastructure,ServiceInterruption,Critical,Resolved,Atlantic,Halifax,Nova Scotia,SVC-503,Network service interruption detected
EVT-000435,WLS-VAN-017,2026-06-03 13:14:39,Wireless Infrastructure,HardwareFailure,High,Resolved,Western,Vancouver,British Columbia,HW-500,Hardware component failure detected
EVT-000005,SWT-OTT-004,2026-06-03 19:21:26,Network Switch,PerformanceDegradation,Warning,Investigating,Eastern,Ottawa,Ontario,PERF-201,Network performance degradation detected
EVT-000195,RTR-EDM-020,2026-06-04 14:17:50,Router,ConnectivityLoss,High,Resolved,Western,Edmonton,Alberta,NET-503,Device connectivity interrupted
EVT-000403,WLS-FRE-022,2026-06-04 17:08:47,Wireless Infrastructure,PerformanceDegradation,High,Resolved,Atlantic,Fredericton,New Brunswick,PERF-201,Network performance degradation detected
EVT-000446,SWT-CAL-045,2026-06-05 17:34:03,Network Switch,Maintenance,Informational,Closed,Western,Calgary,Alberta,MNT-100,Scheduled network maintenance activity
EVT-000489,SWT-OTT-033,2026-06-05 21:23:47,Network Switch,DeviceRecovery,Informational,Resolved,Eastern,Ottawa,Ontario,REC-200,Network device recovered and returned to service
EVT-000362,SRV-WIN-024,2026-06-06 01:20:06,Service Infrastructure,Maintenance,Informational,Resolved,Central,Winnipeg,Manitoba,MNT-100,Scheduled network maintenance activity
EVT-000482,GTW-OTT-025,2026-06-06 05:56:37,Network Gateway,ConnectivityLoss,High,Investigating,Eastern,Ottawa,Ontario,NET-503,Device connectivity interrupted
EVT-000212,SWT-QUE-018,2026-06-06 14:30:31,Network Switch,HardwareFailure,Critical,Closed,Eastern,Quebec City,Quebec,HW-500,Hardware component failure detected
EVT-000083,RTR-QUE-049,2026-06-06 14:51:19,Router,ConfigurationChange,Warning,Investigating,Eastern,Quebec City,Quebec,CFG-101,Network device configuration was changed
EVT-000024,SWT-QUE-009,2026-06-06 19:12:31,Network Switch,DeviceRecovery,Informational,Closed,Eastern,Quebec City,Quebec,REC-200,Network device recovered and returned to service
EVT-000121,RTR-CAL-047,2026-06-06 22:28:52,Router,Maintenance,Informational,Closed,Western,Calgary,Alberta,MNT-100,Scheduled network maintenance activity
EVT-000452,SRV-VAN-038,2026-06-07 00:46:41,Service Infrastructure,DeviceRecovery,Informational,Closed,Western,Vancouver,British Columbia,REC-200,Network device recovered and returned to service
EVT-000465,SWT-QUE-018,2026-06-07 04:26:30,Network Switch,ConfigurationChange,Informational,Open,Eastern,Quebec City,Quebec,CFG-101,Network device configuration was changed
EVT-000145,GTW-QUE-041,2026-06-07 12:11:45,Network Gateway,ConnectivityLoss,High,Investigating,Eastern,Quebec City,Quebec,NET-503,Device connectivity interrupted
EVT-000333,GTW-CAL-050,2026-06-07 13:51:11,Network Gateway,DeviceRecovery,Informational,Resolved,Western,Calgary,Alberta,REC-200,Network device recovered and returned to service
EVT-000385,GTW-MON-040,2026-06-07 23:04:53,Network Gateway,PacketLoss,Warning,Investigating,Eastern,Montreal,Quebec,PKT-429,Elevated packet loss detected
EVT-000166,SWT-CAL-045,2026-06-07 23:29:33,Network Switch,DeviceRecovery,Informational,Closed,Western,Calgary,Alberta,REC-200,Network device recovered and returned to service
EVT-000417,WLS-QUE-037,2026-06-08 21:54:55,Wireless Infrastructure,Maintenance,Informational,Resolved,Eastern,Quebec City,Quebec,MNT-100,Scheduled network maintenance activity
EVT-000082,RTR-FRE-006,2026-06-08 22:07:47,Router,ServiceInterruption,Critical,Open,Atlantic,Fredericton,New Brunswick,SVC-503,Network service interruption detected
EVT-000364,AP-OTT-026,2026-06-09 21:02:22,Access Point,DeviceRecovery,Informational,Closed,Eastern,Ottawa,Ontario,REC-200,Network device recovered and returned to service
EVT-000122,AP-CAL-035,2026-06-10 08:12:07,Access Point,DeviceRecovery,Informational,Closed,Western,Calgary,Alberta,REC-200,Network device recovered and returned to service
EVT-000436,WLS-OTT-019,2026-06-10 14:03:06,Wireless Infrastructure,ConfigurationChange,Informational,Closed,Eastern,Ottawa,Ontario,CFG-101,Network device configuration was changed
EVT-000420,WLS-VAN-017,2026-06-10 18:32:04,Wireless Infrastructure,DeviceRecovery,Informational,Resolved,Western,Vancouver,British Columbia,REC-200,Network device recovered and returned to service
EVT-000123,RTR-CAL-047,2026-06-11 07:29:13,Router,ServiceInterruption,Critical,Investigating,Western,Calgary,Alberta,SVC-503,Network service interruption detected
EVT-000274,RTR-VAN-002,2026-06-11 13:31:18,Router,HighLatency,Warning,Closed,Western,Vancouver,British Columbia,LAT-408,Network latency exceeded operational threshold
EVT-000137,RTR-QUE-031,2026-06-11 16:19:45,Router,ServiceInterruption,Critical,Open,Eastern,Quebec City,Quebec,SVC-503,Network service interruption detected
EVT-000223,RTR-CAL-047,2026-06-11 21:17:28,Router,HardwareFailure,Critical,Open,Western,Calgary,Alberta,HW-500,Hardware component failure detected
EVT-000177,RTR-QUE-046,2026-06-12 02:05:43,Router,ServiceInterruption,Critical,Closed,Eastern,Quebec City,Quebec,SVC-503,Network service interruption detected
EVT-000429,SWT-HAL-012,2026-06-12 08:59:21,Network Switch,PacketLoss,Warning,Open,Atlantic,Halifax,Nova Scotia,PKT-429,Elevated packet loss detected
EVT-000373,RTR-HAL-011,2026-06-13 14:28:27,Router,HardwareFailure,High,Resolved,Atlantic,Halifax,Nova Scotia,HW-500,Hardware component failure detected
EVT-000275,SWT-CAL-045,2026-06-13 23:34:56,Network Switch,HighLatency,Warning,Closed,Western,Calgary,Alberta,LAT-408,Network latency exceeded operational threshold
EVT-000480,AP-FRE-014,2026-06-14 11:55:39,Access Point,HighLatency,Warning,Closed,Atlantic,Fredericton,New Brunswick,LAT-408,Network latency exceeded operational threshold
EVT-000390,WLS-OTT-032,2026-06-14 12:06:33,Wireless Infrastructure,DeviceRecovery,Informational,Resolved,Eastern,Ottawa,Ontario,REC-200,Network device recovered and returned to service
EVT-000227,AP-OTT-026,2026-06-14 16:07:15,Access Point,ServiceInterruption,High,Open,Eastern,Ottawa,Ontario,SVC-503,Network service interruption detected
EVT-000348,SWT-OTT-033,2026-06-14 19:05:08,Network Switch,HardwareFailure,High,Investigating,Eastern,Ottawa,Ontario,HW-500,Hardware component failure detected
EVT-000116,SRV-VAN-038,2026-06-15 02:39:13,Service Infrastructure,ConfigurationChange,Informational,Resolved,Western,Vancouver,British Columbia,CFG-101,Network device configuration was changed
EVT-000039,AP-VAN-034,2026-06-15 07:32:37,Access Point,HardwareFailure,High,Open,Western,Vancouver,British Columbia,HW-500,Hardware component failure detected
EVT-000359,WLS-TOR-023,2026-06-15 07:38:05,Wireless Infrastructure,PerformanceDegradation,High,Resolved,Central,Toronto,Ontario,PERF-201,Network performance degradation detected
EVT-000190,WLS-VAN-017,2026-06-15 09:30:50,Wireless Infrastructure,HighLatency,High,Open,Western,Vancouver,British Columbia,LAT-408,Network latency exceeded operational threshold
EVT-000450,AP-CAL-035,2026-06-15 22:11:36,Access Point,HardwareFailure,High,Resolved,Western,Calgary,Alberta,HW-500,Hardware component failure detected
EVT-000064,RTR-HAL-011,2026-06-16 17:20:04,Router,PerformanceDegradation,High,Open,Atlantic,Halifax,Nova Scotia,PERF-201,Network performance degradation detected
EVT-000179,GTW-FRE-010,2026-06-17 18:39:26,Network Gateway,PacketLoss,Warning,Investigating,Atlantic,Fredericton,New Brunswick,PKT-429,Elevated packet loss detected
EVT-000384,AP-TOR-007,2026-06-17 19:17:43,Access Point,ConnectivityLoss,Critical,Closed,Central,Toronto,Ontario,NET-503,Device connectivity interrupted
EVT-000067,AP-QUE-013,2026-06-17 20:10:36,Access Point,PacketLoss,High,Resolved,Eastern,Quebec City,Quebec,PKT-429,Elevated packet loss detected
EVT-000061,SWT-CAL-036,2026-06-17 21:21:16,Network Switch,PacketLoss,Warning,Investigating,Western,Calgary,Alberta,PKT-429,Elevated packet loss detected
EVT-000033,GTW-VAN-027,2026-06-17 21:33:46,Network Gateway,DeviceRecovery,Informational,Resolved,Western,Vancouver,British Columbia,REC-200,Network device recovered and returned to service
EVT-000169,AP-OTT-026,2026-06-18 19:32:46,Access Point,Maintenance,Informational,Closed,Eastern,Ottawa,Ontario,MNT-100,Scheduled network maintenance activity
EVT-000010,RTR-CAL-047,2026-06-19 00:54:38,Router,ServiceInterruption,High,Open,Western,Calgary,Alberta,SVC-503,Network service interruption detected
EVT-000328,AP-CAL-035,2026-06-19 14:01:10,Access Point,Maintenance,Informational,Resolved,Western,Calgary,Alberta,MNT-100,Scheduled network maintenance activity
EVT-000187,SWT-QUE-003,2026-06-19 18:01:20,Network Switch,HardwareFailure,Critical,Open,Eastern,Quebec City,Quebec,HW-500,Hardware component failure detected
EVT-000030,SWT-HAL-012,2026-06-19 19:23:59,Network Switch,ServiceInterruption,Critical,Investigating,Atlantic,Halifax,Nova Scotia,SVC-503,Network service interruption detected
EVT-000471,SRV-OTT-039,2026-06-20 03:39:35,Service Infrastructure,HighLatency,Warning,Resolved,Eastern,Ottawa,Ontario,LAT-408,Network latency exceeded operational threshold
EVT-000430,AP-OTT-026,2026-06-20 05:55:09,Access Point,DeviceRecovery,Informational,Closed,Eastern,Ottawa,Ontario,REC-200,Network device recovered and returned to service
EVT-000069,AP-CAL-035,2026-06-20 07:17:42,Access Point,HighLatency,Warning,Open,Western,Calgary,Alberta,LAT-408,Network latency exceeded operational threshold
EVT-000047,WLS-VAN-017,2026-06-20 17:41:46,Wireless Infrastructure,HardwareFailure,Critical,Open,Western,Vancouver,British Columbia,HW-500,Hardware component failure detected
EVT-000085,RTR-QUE-031,2026-06-22 01:41:50,Router,PerformanceDegradation,High,Closed,Eastern,Quebec City,Quebec,PERF-201,Network performance degradation detected
EVT-000432,WLS-FRE-022,2026-06-22 16:15:06,Wireless Infrastructure,ServiceInterruption,Critical,Closed,Atlantic,Fredericton,New Brunswick,SVC-503,Network service interruption detected
EVT-000339,SRV-WIN-024,2026-06-23 17:18:46,Service Infrastructure,PacketLoss,High,Closed,Central,Winnipeg,Manitoba,PKT-429,Elevated packet loss detected
EVT-000200,WLS-VAN-017,2026-06-24 13:13:02,Wireless Infrastructure,DeviceRecovery,Informational,Resolved,Western,Vancouver,British Columbia,REC-200,Network device recovered and returned to service
EVT-000072,SRV-OTT-039,2026-06-24 15:59:45,Service Infrastructure,Maintenance,Informational,Resolved,Eastern,Ottawa,Ontario,MNT-100,Scheduled network maintenance activity
EVT-000018,RTR-EDM-020,2026-06-24 16:30:19,Router,PacketLoss,High,Closed,Western,Edmonton,Alberta,PKT-429,Elevated packet loss detected
EVT-000098,SWT-OTT-004,2026-06-25 16:51:10,Network Switch,ConfigurationChange,Warning,Closed,Eastern,Ottawa,Ontario,CFG-101,Network device configuration was changed
EVT-000313,RTR-FRE-006,2026-06-25 19:01:57,Router,HardwareFailure,Critical,Closed,Atlantic,Fredericton,New Brunswick,HW-500,Hardware component failure detected
EVT-000053,GTW-QUE-041,2026-06-25 19:10:25,Network Gateway,ServiceInterruption,Critical,Resolved,Eastern,Quebec City,Quebec,SVC-503,Network service interruption detected
EVT-000427,WLS-OTT-019,2026-06-26 07:17:34,Wireless Infrastructure,HighLatency,High,Open,Eastern,Ottawa,Ontario,LAT-408,Network latency exceeded operational threshold
EVT-000314,SWT-OTT-033,2026-06-26 19:15:38,Network Switch,HardwareFailure,Critical,Open,Eastern,Ottawa,Ontario,HW-500,Hardware component failure detected
EVT-000428,GTW-CAL-050,2026-06-27 07:57:32,Network Gateway,PerformanceDegradation,Warning,Open,Western,Calgary,Alberta,PERF-201,Network performance degradation detected
EVT-000354,AP-VAN-048,2026-06-27 09:24:59,Access Point,HardwareFailure,Critical,Closed,Western,Vancouver,British Columbia,HW-500,Hardware component failure detected
EVT-000477,WLS-TOR-015,2026-06-27 15:00:10,Wireless Infrastructure,ServiceInterruption,High,Closed,Central,Toronto,Ontario,SVC-503,Network service interruption detected
